"","Date_Time","Well1","Well2","Well3","Well4","Well5","Well6","Well7","Well8"
"465","2017-12-13",324.37,324.51,324.43,323.870590277778,324.384618055556,324.161875,323.99,324.279451388889
"466","2017-12-14",324.37,324.501423611111,324.43,323.87,324.379965277778,324.210647482014,323.99,324.278618055556
"467","2017-12-15",324.37,324.496006944444,324.43,323.862777777778,324.370694444444,324.207048611111,323.981006944444,324.269
"468","2017-12-16",324.37,324.490069444444,324.43,323.86,324.37,324.2,323.98,324.269
"469","2017-12-17",324.37,324.488402777778,324.43,323.855104166667,324.364131944444,324.196041666667,323.9740625,324.262958333333
"470","2017-12-18",324.37,324.480069444444,324.43,323.85,324.36,324.19,323.97,324.259
"471","2017-12-19",324.37,324.476875,324.43,323.844409722222,324.353194444444,324.183993055556,323.966423611111,324.253895833333
"472","2017-12-20",324.37,324.47,324.43,323.84,324.35,324.18,323.96,324.249
"473","2017-12-21",324.37,324.469965277778,324.43,323.834930555556,324.346736111111,324.172291666667,323.96,324.248826388889
"474","2017-12-22",324.37,324.460555555556,324.43,323.83,324.339965277778,324.169965277778,323.952152777778,324.239
"475","2017-12-23",324.37,324.454097222222,324.43,323.825347222222,324.331111111111,324.161284722222,323.95,324.234416666667
"476","2017-12-24",324.37,324.449965277778,324.43,323.82,324.3284375,324.157465277778,323.940868055556,324.229
"477","2017-12-25",324.37,324.440451388889,324.43,323.812951388889,324.32,324.15,323.94,324.223930555556
"478","2017-12-26",324.37,324.436770833333,324.43,323.81,324.316631944444,324.144201388889,323.931076388889,324.219
"479","2017-12-27",324.37,324.43,324.43,323.800381944444,324.31,324.138541666667,323.929409722222,324.210631944444
"480","2017-12-28",324.37,324.429097222222,324.43,323.799236111111,324.3090625,324.13,323.92,324.209
"481","2017-12-29",324.37,324.420069444444,324.43,323.791006944444,324.301076388889,324.128194444444,323.92,324.207854166667
"482","2017-12-30",324.37,324.419305555556,324.43,323.79,324.3,324.12,323.914791666667,324.199833333333
"483","2017-12-31",324.37,324.410034722222,324.43,323.781840277778,324.291909722222,324.1134375,323.91,324.195145833333
"484","2018-01-01",324.37,324.41,324.43,323.781354166667,324.29,324.112743055556,323.91,324.195451388889
"485","2018-01-02",324.37,324.402195121951,324.43,323.779895833333,324.289965277778,324.109444444444,323.906458333333,324.19
"486","2018-01-03",324.37,324.4003125,324.43,323.7728125,324.286215277778,324.101111111111,323.9,324.19
"487","2018-01-04",324.37,324.4,324.43,323.77,324.28,324.1,323.9,324.185520833333
"488","2018-01-05",324.37,324.392326388889,324.43,323.766527777778,324.2771875,324.092291666667,323.893923611111,324.18
"489","2018-01-06",324.37,324.389583333333,324.43,323.76,324.27,324.09,323.89,324.176458333333
"490","2018-01-07",324.370034722222,324.386145833333,324.43,323.759513888889,324.27,324.1,323.887361111111,324.1703125
"491","2018-01-08",324.37,324.385629370629,324.43,323.75006993007,324.275874125874,324.1,323.875543859649,324.182482517483
"492","2018-01-09",324.37,324.419930313589,324.430798611111,323.75,324.329965277778,324.1,323.86,324.239270833333
"493","2018-01-10",324.370104166667,324.411597222222,324.430034722222,323.749756944444,324.324375,324.1,323.852152777778,324.230173611111
"494","2018-01-11",324.370347222222,324.41,324.43,323.746770833333,324.321666666667,324.1,323.85625,324.234131944444
"495","2018-01-12",324.37,324.401736111111,324.43,323.739965277778,324.314131944444,324.1,323.85,324.226215277778
"496","2018-01-13",324.37,324.392291666667,324.43,323.730208333333,324.305520833333,324.1,323.840868055556,324.218090277778
"497","2018-01-14",324.37,324.39,324.43,323.725729166667,324.3,324.1,323.8409375,324.21
"498","2018-01-15",324.37,324.383576388889,324.43,323.72,324.296215277778,324.1,323.85,324.209479166667
"499","2018-01-16",324.37,324.376527777778,324.43,323.716493055556,324.29,324.1,323.85,324.2
"500","2018-01-17",324.370034722222,324.37,324.43,323.71,324.283020833333,324.1,323.85,324.197986111111
"501","2018-01-18",324.37,324.37,324.43,323.706829268293,324.28,324.1,323.85,324.19
